Company,Project,Task,Status,Task Owner,Due Date,
TSM,Planning,"Resource Allocation Meeting, Planning, and Asana Adjustments",Not Complete,Jeff Cooper,2013-08-13,
TSM,Planning,"Schedule 30/60/90s",Complete,Jeff Cooper,2013-06-10,
TSM,Planning,"Take AdWords certification exam",Not Complete,Evan Levy,None Set,
TSM,Planning,"Address WaFed and JH Planning in 1on1",Complete,Jeff Cooper,2013-06-14,
TSM,Planning,"Ensure WaFed Blog Calendar is Reflected in Asana",Complete,Jeff Cooper,2013-06-14,
TSM,Planning,"Develop Project Plan for FM 30/60/90",Complete,Jeff Cooper,2013-06-28,
TSM,Planning,"Setup Nolan w/AdWords Access",Complete,Jeff Cooper,2013-06-28,
TSM,Planning,"Update Mi-Co Asana Projects",Complete,Jeff Cooper,2013-07-02,
TSM,Planning,"Put RAD f/u into Asana",Complete,Jeff Cooper,2013-06-24,
TSM,Planning,"Send LS Rocks Status (R/Y/G)",Complete,Jeff Cooper,2013-06-21,
TSM,Planning,"Send EB Q3 Rock Ideas",Complete,Jeff Cooper,2013-06-20,
TSM,Planning,"Expense Report",Complete,Jeff Cooper,2013-06-24,
TSM,Planning,"Prep and Post Scheduling: Shoebacca 30/60/90",Complete,Jeff Cooper,2013-06-12,
TSM,Planning,"Prep and Post Scheduling: RAD 30/60/90",Complete,Jeff Cooper,2013-06-12,
TSM,Planning,"Follow Up With Emma On Creative Resource Allocation",Complete,Jeff Cooper,2013-05-28,
TSM,Planning,"Run Asana Wafed Report",Complete,Jeff Cooper,2013-05-20,
TSM,Planning,"Draft Service Request for Matt Redding",Complete,Jeff Cooper,2013-05-17,
TSM,Planning,"Schedule FM Weekly Report Build Internal Follow Up",Complete,Jeff Cooper,2013-05-15,
TSM,Planning,"Build Weekly Client and Resource Allocation Report",Complete,Jeff Cooper,2013-05-15,
TSM,Planning,"ICC Planning Meeting 30-Day Timeline",Complete,Jeff Cooper,2013-05-08,
TSM,Blog Service Offering,"Post TSM Blog",Complete,Hannah Davis,2013-07-18,
TSM,Blog Service Offering,"TSM Blog  Due",Complete,Nina Martinez,2013-07-22,
TSM,Blog Service Offering,"Post TSM Blog",Complete,Hannah Davis,2013-07-23,
TSM,Blog Service Offering,"TSM Blog Due",Complete,Aarti Sura,2013-07-24,
TSM,Blog Service Offering,"Post TSM Blog",Complete,Hannah Davis,2013-07-25,
TSM,Blog Service Offering,"TSM Blog Due",Complete,Nolan Ether,2013-07-30,
TSM,Blog Service Offering,"Proof TSM Blog from Nolan",Complete,Diane Pulvino,2013-07-30,
TSM,Blog Service Offering,"Post TSM Blog",Complete,Hannah Davis,2013-07-30,
TSM,Blog Service Offering,"Post TSM Blog",Complete,Hannah Davis,2013-08-02,
TSM,Blog Service Offering,"TSM blog Due",Complete,Evan Levy,2013-08-05,
TSM,Blog Service Offering,"Post TSM Blog",Complete,Hannah Davis,2013-08-06,
TSM,Blog Service Offering,"Post TSM Blog",Complete,Hannah Davis,2013-08-08,
TSM,Blog Service Offering,"TSM Blog Due",Not Complete,Nuno,None Set,
TSM,Blog Service Offering,"Post TSM Blog",Complete,Hannah Davis,2013-08-13,
TSM,Blog Service Offering,"TSM Blog Due",Not Complete,Aarti Sura,2013-08-14,
TSM,Blog Service Offering,"Post TSM Blog",Not Complete,Hannah Davis,2013-08-15,
TSM,Blog Service Offering,"TSM Blog Due",Not Complete,Nina Martinez,2013-08-18,
TSM,Blog Service Offering,"Post TSM Blog",Not Complete,Hannah Davis,2013-08-19,
TSM,Blog Service Offering,"TSM Blog Due",Not Complete,Aarti Sura,2013-08-20,
TSM,Blog Service Offering,"Post TSM Blog",Not Complete,Hannah Davis,2013-08-21,
TSM,Blog Service Offering,"TSM Blog Due",Not Complete,James Kotecki,2013-08-22,
TSM,Blog Service Offering,"Post TSM Blog",Not Complete,Hannah Davis,2013-08-23,
TSM,Blog Service Offering,"TSM Blog Due",Not Complete,Nolan Ether,2013-08-26,
TSM,Blog Service Offering,"Post TSM Blog",Not Complete,Hannah Davis,2013-08-26,
TSM,Blog Service Offering,"TSM Blog Due",Not Complete,zach@threeshipsmedia.com,2013-08-27,
TSM,Blog Service Offering,"Post TSM Blog",Not Complete,Hannah Davis,2013-08-28,
TSM,Blog Service Offering,"TSM Blog Due",Not Complete,Aarti Sura,2013-08-29,
TSM,Blog Service Offering,"Post TSM Blog",Not Complete,Hannah Davis,2013-08-30,
TSM,Blog Service Offering,"TSM Blog Due",Not Complete,Evan Levy,2013-09-02,
TSM,Blog Service Offering,"Post TSM Blog",Not Complete,Hannah Davis,2013-09-03,
TSM,Blog Service Offering,"TSM Blog Due",Not Complete,Aarti Sura,2013-09-04,
TSM,Blog Service Offering,"Post TSM Blog",Not Complete,Hannah Davis,2013-09-05,
TSM,Blog Service Offering,"TSM Blog Due",Not Complete,Jeff Cooper,2013-09-08,
TSM,Blog Service Offering,"Post TSM Blog",Not Complete,Hannah Davis,2013-09-09,
TSM,Blog Service Offering,"TSM Blog Due",Not Complete,Aarti Sura,2013-09-10,
TSM,Blog Service Offering,"Post TSM Blog",Not Complete,Hannah Davis,2013-09-11,
TSM,Blog Service Offering,"TSM Blog Due",Not Complete,James Kotecki,2013-09-12,
TSM,Blog Service Offering,"Post TSM Blog",Not Complete,Hannah Davis,2013-09-13,
TSM,Blog Service Offering,"TSM Blog Due",Not Complete,Nina Martinez,2013-09-15,
TSM,Blog Service Offering,"Post TSM Blog",Not Complete,Hannah Davis,2013-09-16,
TSM,Blog Service Offering,"TSM Blog Due",Not Complete,Emma,2013-09-17,
TSM,Blog Service Offering,"Post TSM Blog",Not Complete,Hannah Davis,2013-09-18,
TSM,Blog Service Offering,"TSM Blog Due",Not Complete,Aarti Sura,2013-09-19,
TSM,Blog Service Offering,"Post TSM Blog",Not Complete,Hannah Davis,2013-09-20,
TSM,Blog Service Offering,"TSM Blog Due",Not Complete,Nolan Ether,2013-09-23,
TSM,Blog Service Offering,"Post TSM Blog",Not Complete,Hannah Davis,2013-09-24,
TSM,Blog Service Offering,"TSM Blog Due",Not Complete,Aarti Sura,2013-09-25,
TSM,Blog Service Offering,"Post TSM Blog",Not Complete,Hannah Davis,2013-09-26,
TSM,Blog Service Offering,"TSM Blog Due",Not Complete,Evan Levy,2013-09-29,
TSM,Blog Service Offering,"Post TSM Blog",Not Complete,Hannah Davis,2013-09-30,
TSM,Blog Service Offering,"Proof Read ""Blog Evolution"" Blog Post",Complete,Diane Pulvino,2013-06-25,
TSM,Blog Service Offering,"Post ""Blog Evolution"" Blog Post",Complete,Nolan Ether,2013-07-10,
TSM,Blog Service Offering,"Review Blog Service Offering",Complete,Nolan Ether,2013-05-03,
TSM,Website,"send James the sandwhich board image",Complete,Nuno,2013-07-22,
TSM,Website,"Give Nina acces to blog",Complete,James Kotecki,2013-07-22,
TSM,Website,"Nuno's portfolio edits",Not Complete,James Kotecki,2013-08-20,
TSM,Website,"Download files from old server",Complete,James Kotecki,2013-07-08,
TSM,Website,"Edit the website values",Complete,James Kotecki,2013-07-01,
TSM,Website,"Confirm portfolio change",Complete,James Kotecki,2013-07-02,
TSM,Website,"Update portfolio",Complete,James Kotecki,2013-06-25,
TSM,Website,"Update James on Sierra Club performance for Portfolio",Not Complete,Unassigned,None Set,
TSM,Website,"Add Hungry and Clueless white paper to website",Complete,James Kotecki,2013-06-13,
TSM,Website,"Post GOPCo blog post",Complete,James Kotecki,2013-06-17,
TSM,Website,"Post webinar blog post",Complete,James Kotecki,2013-06-10,
TSM,Website,"Revise Portfolio and update with additional items",Complete,James Kotecki,2013-06-13,
TSM,Website,"Check in on bevello video",Complete,James Kotecki,2013-06-07,
TSM,Website,"Check Location Grader on all sites",Not Complete,James Kotecki,2013-08-13,
TSM,Website,"Follow up on website video cutoff issue",Complete,James Kotecki,2013-06-10,
TSM,Website,"Draft announcement for ZC",Complete,James Kotecki,2013-06-04,
TSM,Website,"Follow up on website redirects",Complete,James Kotecki,2013-06-20,
TSM,Website,"Follow up on website redirects",Complete,James Kotecki,2013-07-30,
TSM,Website,"Follow up on website redirects",Not Complete,James Kotecki,2013-08-28,
TSM,Website,"Follow up on website redirects",Complete,James Kotecki,2013-07-03,
TSM,Website,"Follow up on website redirects",Complete,James Kotecki,2013-07-16,
TSM,Website,"Follow up on website redirects",Complete,James Kotecki,2013-07-22,
TSM,Website,"Website updates - check with ZC",Not Complete,James Kotecki,2013-08-21,
TSM,Website,"Give James go/no go on Porfolio concepts and images",Complete,Emma,2013-05-31,
TSM,Website,"Develop plan to re-start The Formula newsletter",Not Complete,Aarti Sura,None Set,
TSM,Website,"Rough cut of bevello testimonial",Complete,Nolan Ether,2013-06-06,
TSM,Website,"Follow up w/ developer on Google Webmaster tools & Open Graph image.",Complete,James Kotecki,2013-06-03,
TSM,Website,"Check on Google+ integration w/ authors",Complete,James Kotecki,2013-07-26,
TSM,Website,"Draft blog post",Complete,James Kotecki,2013-06-10,
TSM,Website,"Draft blog post on media hits",Not Complete,James Kotecki,None Set,
TSM,Website,"Find 7 photos for TSM portfolio",Not Complete,Nolan Ether,None Set,
TSM,Website,"Revise portfolio",Complete,James Kotecki,2013-06-07,
TSM,Website,"Tell James if you want to change the content on the Services page",Complete,Emma,2013-05-17,
TSM,Website,"Replace Office photo",Not Complete,Nuno,2013-05-17,
TSM,Website,"Purchase stock photos",Not Complete,Nuno,2013-05-17,
TSM,Website,"Send amazing portfolio suggestions to James",Complete,Hannah Davis,2013-05-24,
TSM,Website,"Make any desired image updates/changes",Not Complete,Nuno,2013-05-24,
TSM,Website,"Draft of digital marketing blog post",Not Complete,zach@threeshipsmedia.com,2013-05-16,
TSM,Website,"Audit GA Installation",Complete,Jeff Cooper,2013-07-26,
TSM,Thought Leadership,"Q&A YEC",Not Complete,James Kotecki,2013-08-13,
TSM,Thought Leadership,"WebEx testing",Complete,James Kotecki,2013-08-02,
TSM,Thought Leadership,"Consider blog post re: TSM in the news",Not Complete,James Kotecki,2013-08-19,
TSM,Thought Leadership,"Follow up with Hadas Gold from Politico re Twitter",Not Complete,James Kotecki,2013-08-19,
TSM,Thought Leadership,"Follow up w Hadas Gold at Politico for Twitter story",Complete,James Kotecki,2013-07-25,
TSM,Thought Leadership,"Test webinar w/ WebEx",Complete,James Kotecki,2013-07-29,
TSM,Thought Leadership,"Research ReadyTalk webinars",Complete,James Kotecki,2013-07-25,
TSM,Thought Leadership,"Proof read Aarti's blog post",Complete,James Kotecki,2013-07-25,
TSM,Thought Leadership,"Webinar process planning",Not Complete,James Kotecki,2013-08-13,
TSM,Thought Leadership,"Follow up w/ Claire on website issues",Complete,James Kotecki,2013-07-23,
TSM,Thought Leadership,"Change TSM YT link to the proper channel",Complete,James Kotecki,2013-07-18,
TSM,Thought Leadership,"Display webinar project planning",Complete,James Kotecki,2013-07-18,
TSM,Thought Leadership,"Follow up with Natalie at National Restaurant Association",Not Complete,James Kotecki,None Set,
TSM,Thought Leadership,"Follow up on Friends of Wake County pitch",Complete,James Kotecki,2013-07-18,
TSM,Thought Leadership,"Send pitch to Wake Bonds 2013",Complete,James Kotecki,2013-07-02,
TSM,Thought Leadership,"1:1 Planning",Complete,James Kotecki,2013-06-28,
TSM,Thought Leadership,"Q3 Role and Rock planning",Complete,James Kotecki,2013-06-28,
TSM,Thought Leadership,"Update on Q2 Rocks to Lauren",Complete,James Kotecki,2013-06-21,
TSM,Thought Leadership,"Draft rocks for Q3 to Zach",Complete,James Kotecki,2013-06-21,
TSM,Thought Leadership,"Memo on webinar technology",Complete,James Kotecki,2013-06-17,
TSM,Thought Leadership,"Hold practice of webinar practice",Complete,James Kotecki,2013-06-12,
TSM,Thought Leadership,"Set up room for next webinar",Complete,Hannah Davis,2013-06-14,
TSM,Thought Leadership,"Prepare presentation for next webinar",Complete,Hannah Davis,2013-06-19,
TSM,Thought Leadership,"Hold practice webinar on GoToWebinar",Complete,James Kotecki,2013-06-21,
TSM,Thought Leadership,"Take one lesson of Google Analytics course",Complete,James Kotecki,2013-06-17,
TSM,Thought Leadership,"Take one lesson of Google Analytics course",Complete,James Kotecki,2013-06-18,
TSM,Thought Leadership,"Take one lesson of Google Analytics course",Complete,James Kotecki,2013-06-19,
TSM,Thought Leadership,"Take one lesson of Google Analytics course",Complete,James Kotecki,2013-06-24,
TSM,Thought Leadership,"Take one lesson of Google Analytics course",Complete,James Kotecki,2013-06-25,
TSM,Thought Leadership,"Take one lesson of Google Analytics course",Complete,James Kotecki,2013-06-26,
TSM,Thought Leadership,"Take one lesson of Google Analytics course",Complete,James Kotecki,2013-06-27,
TSM,Thought Leadership,"Take one lesson of Google Analytics course",Complete,James Kotecki,2013-06-28,
TSM,Thought Leadership,"Take one lesson of Google Analytics course",Complete,James Kotecki,2013-07-01,
TSM,Thought Leadership,"Read Content Marketing blog",Complete,James Kotecki,2013-07-02,
TSM,Thought Leadership,"Read Content Marketing blog",Complete,James Kotecki,2013-07-03,
TSM,Thought Leadership,"Answer Q&A with YEC",Complete,James Kotecki,2013-07-18,
TSM,Thought Leadership,"Produce working draft of Brand as Publisher",Not Complete,James Kotecki,None Set,
TSM,Thought Leadership,"Publicity campaign for Location Grader miniapp",Not Complete,James Kotecki,None Set,
TSM,Thought Leadership,"Follow up on webinar pitch for CGI",Complete,James Kotecki,2013-06-18,
TSM,Thought Leadership,"",Not Complete,Unassigned,None Set,
TSM,Display Webinar,"Follow-up with WebEx on audio for webinar",Complete,James Kotecki,2013-08-13,
TSM,Display Webinar,"TSM Display Webinar once-over",Complete,Nuno,2013-08-07,
TSM,Display Webinar,"Creative for LinkedIn ads",Complete,James Kotecki,2013-07-31,
TSM,Display Webinar,"Set up LinkedIn marketing for Display webinar",Complete,Jeff Cooper,2013-07-31,
TSM,Display Webinar,"Dispaly webinar revisions",Complete,James Kotecki,2013-08-01,
TSM,Display Webinar,"Understand WebEx - read instructions",Complete,James Kotecki,2013-07-29,
TSM,Display Webinar,"Publish Display webinar blog post",Complete,Aarti Sura,2013-07-24,
TSM,Display Webinar,"Follow up on TSM blog post",Complete,James Kotecki,2013-07-22,
TSM,Display Webinar,"Fix credit card webinar issue",Complete,Hannah Davis,2013-07-22,
TSM,Display Webinar,"Complete first draft of deck & send to team",Complete,James Kotecki,2013-07-26,
TSM,Display Webinar,"Send revisions to Aarti's notes to James",Complete,Evan Levy,2013-07-24,
TSM,Display Webinar,"Send revisions to Aarti's notes to James",Complete,Jeff Cooper,2013-07-24,
TSM,Display Webinar,"Draft initial notes",Complete,Aarti Sura,2013-07-22,
TSM,Display Webinar,"Create PPT template for TSM webinars",Complete,Nuno,2013-07-25,
TSM,Display Webinar,"Approve Display Webinar blog post",Complete,Aarti Sura,2013-07-22,
TSM,Display Webinar,"Deploy display webinar marketing content",Complete,Aarti Sura,2013-07-29,
TSM,Display Webinar,"Draft Display Webinar blog post",Complete,James Kotecki,2013-07-22,
TSM,Display Webinar,"Draft Display Webinar marketing content",Complete,James Kotecki,2013-07-24,
TSM,Display Webinar,"Get free GoToWebinar account for TSM",Complete,Hannah Davis,2013-07-18,
TSM,Display Webinar,"Create display webinar room in GoToWebinar",Complete,Hannah Davis,2013-07-18,
TSM,Display Webinar,"Display Webinar Dress rehearsal",Complete,James Kotecki,2013-07-30,
TSM,Display Webinar,"Social updates round 1 to market webinar",Complete,Hannah Davis,2013-07-30,
TSM,Display Webinar,"Social updates round 1 to market webinar",Complete,Hannah Davis,2013-08-06,
TSM,Display Webinar,"Social updates round 1 to market webinar",Not Complete,Hannah Davis,2013-08-13,
TSM,Display Webinar,"Set up practice webinars for 8/12 (content rehearsal) and 8/13 (tech rehearsal)",Complete,Hannah Davis,2013-07-30,
TSM,Display Webinar,"Social updates round 2 to market webinar",Complete,Hannah Davis,2013-08-06,
TSM,Display Webinar,"Round 2 of the deck",Complete,James Kotecki,2013-08-02,
TSM,Display Webinar,"Social updates round 3 to market webinar",Not Complete,Hannah Davis,2013-08-13,
TSM,Display Webinar,"Display Webinar tech rehearsal",Not Complete,James Kotecki,2013-08-13,
TSM,Display Webinar,"Host Display Webinar",Not Complete,James Kotecki,2013-08-14,
TSM,Display Webinar,"Post Display Webinar on YouTube",Not Complete,Hannah Davis,2013-08-15,
TSM,Display Webinar,"Process Display Webinar lead data",Not Complete,Hannah Davis,2013-08-15,
TSM,Display Webinar,"Check Status of LinkedIn Campaign and Send AS Update",Complete,Jeff Cooper,2013-08-05,
TSM,Human Resources,"Edits from Diane on Marketing Operations Manager Job Description",Complete,Diane Pulvino,None Set,
TSM,Human Resources,"EB to make final approval to post SEO Manager Job Description",Complete,erin.connelly,None Set,
TSM,Human Resources,"Review and post marketing op manager job description",Complete,erin.connelly,2013-08-13,
TSM,Human Resources,"Post Developer Job Description",Complete,erin.connelly,2013-08-13,
TSM,Human Resources,"Edits from Diane on SEO Manager Job Description",Complete,Diane Pulvino,None Set,
TSM,Human Resources,"Feedback on Developer Job Description",Complete,Jeff Cooper,2013-08-08,
TSM,Human Resources,"Review Natural Search and SEO Manager Job Description",Complete,Jeff Cooper,2013-08-06,
TSM,Human Resources,"Feedback from EB on Marketing Operations Manager Job Description",Complete,Emma,None Set,
TSM,Human Resources,"Feedback from EB on Developer Job Description",Complete,Emma,None Set,
TSM,Human Resources,"Feedback from EB on Speaking with Dawn Jernigan",Complete,Emma,None Set,
TSM,Human Resources,"Please set Erin up so that she can manage HR tasks from Asana",Complete,Jeff Cooper,2013-08-06,
TSM,Human Resources,"Asana Overview w/EC",Complete,Jeff Cooper,2013-08-06,
FM,Ongoing Paid Media Mgmt,"File Trademark Violation",Not Complete,Evan Levy,2013-08-14,
FM,Ongoing Paid Media Mgmt,"Launch Chandler Ray Dr Search Campaigns",Complete,Nina Martinez,2013-08-02,
FM,Ongoing Paid Media Mgmt,"Top Diagnoses Keyword Evaluation",Not Complete,Nina Martinez,2013-08-06,
FM,Ongoing Paid Media Mgmt,"In Depth Review of Arizona Campaigns",Complete,Nina Martinez,2013-06-19,
FM,Ongoing Paid Media Mgmt,"Update ads/location extensions to reflect individual locations",Complete,Nina Martinez,2013-06-17,
FM,Ongoing Paid Media Mgmt,"Accelerated Campaign Build - May 2013",Complete,Evan Levy,2013-05-08,
FM,Ongoing Paid Media Mgmt,"Weekly Search Ad Optimization",Complete,Evan Levy,2013-05-01,
FM,Ongoing Paid Media Mgmt,"Weekly Search Ad Optimization",Complete,Evan Levy,2013-05-08,
FM,Ongoing Paid Media Mgmt,"Weekly Search Ad Optimization",Complete,Evan Levy,2013-05-15,
FM,Ongoing Paid Media Mgmt,"Weekly Search Ad Optimization",Complete,Evan Levy,2013-05-22,
FM,Ongoing Paid Media Mgmt,"Weekly Search Ad Optimization",Complete,Evan Levy,2013-05-29,
FM,Ongoing Paid Media Mgmt,"Weekly Search Ad Optimization",Complete,Evan Levy,2013-06-05,
FM,Ongoing Paid Media Mgmt,"Weekly Search Ad Optimization",Complete,Evan Levy,2013-06-12,
FM,Ongoing Paid Media Mgmt,"Weekly Search Ad Optimization",Complete,Evan Levy,2013-06-19,
FM,Ongoing Paid Media Mgmt,"Weekly Search Ad Optimization",Complete,Evan Levy,2013-06-26,
FM,Ongoing Paid Media Mgmt,"Weekly Search Ad Optimization",Complete,Evan Levy,2013-07-03,
FM,Ongoing Paid Media Mgmt,"Weekly Search Ad Optimization",Complete,Evan Levy,2013-07-10,
FM,Ongoing Paid Media Mgmt,"Weekly Search Ad Optimization",Complete,Evan Levy,2013-07-17,
FM,Ongoing Paid Media Mgmt,"Weekly Search Ad Optimization",Complete,Evan Levy,2013-07-24,
FM,Ongoing Paid Media Mgmt,"Weekly Search Ad Optimization",Complete,Evan Levy,2013-07-31,
FM,Ongoing Paid Media Mgmt,"Weekly Search Ad Optimization",Complete,Evan Levy,2013-08-07,
FM,Ongoing Paid Media Mgmt,"Weekly Search Ad Optimization",Not Complete,Evan Levy,2013-08-14,
FM,Ongoing Paid Media Mgmt,"Clinic report email request",Complete,Evan Levy,2013-05-15,
FM,Ongoing Paid Media Mgmt,"Weekly Display Ad Optimization",Complete,Evan Levy,2013-05-02,
FM,Ongoing Paid Media Mgmt,"Weekly Display Ad Optimization",Complete,Evan Levy,2013-05-09,
FM,Ongoing Paid Media Mgmt,"Weekly Display Ad Optimization",Complete,Evan Levy,2013-05-16,
FM,Ongoing Paid Media Mgmt,"Weekly Display Ad Optimization",Complete,Evan Levy,2013-05-23,
FM,Ongoing Paid Media Mgmt,"Weekly Display Ad Optimization",Complete,Nina Martinez,2013-05-30,
FM,Ongoing Paid Media Mgmt,"Weekly Display Ad Optimization",Complete,Nina Martinez,2013-06-06,
FM,Ongoing Paid Media Mgmt,"Weekly Display Ad Optimization",Complete,Nina Martinez,2013-06-13,
FM,Ongoing Paid Media Mgmt,"Weekly Display Ad Optimization",Complete,Nina Martinez,2013-06-20,
FM,Ongoing Paid Media Mgmt,"Weekly Display Ad Optimization",Complete,Nina Martinez,2013-07-18,
FM,Ongoing Paid Media Mgmt,"Weekly Display Ad Optimization",Complete,Nina Martinez,2013-07-25,
FM,Ongoing Paid Media Mgmt,"Weekly Display Ad Optimization",Complete,Nina Martinez,2013-08-01,
FM,Ongoing Paid Media Mgmt,"Weekly Display Ad Optimization",Complete,Nina Martinez,2013-08-08,
FM,Ongoing Paid Media Mgmt,"Weekly Display Ad Optimization",Not Complete,Nina Martinez,2013-08-15,
FM,Ongoing Paid Media Mgmt,"Facebook accelerated (promo posts) research",Complete,Nolan Ether,2013-05-20,
FM,Ongoing Paid Media Mgmt,"Update Budget Worksheet",Complete,Nina Martinez,2013-05-22,
FM,Ongoing Paid Media Mgmt,"Update Budget Worksheet",Complete,Nina Martinez,2013-05-29,
FM,Ongoing Paid Media Mgmt,"Update Budget Worksheet",Complete,Nina Martinez,2013-06-05,
FM,Ongoing Paid Media Mgmt,"Update Budget Worksheet",Complete,Nina Martinez,2013-06-12,
FM,Ongoing Paid Media Mgmt,"Update Budget Worksheet",Complete,Nina Martinez,2013-06-19,
FM,Ongoing Paid Media Mgmt,"Update Budget Worksheet",Complete,Nina Martinez,2013-06-26,
FM,Ongoing Paid Media Mgmt,"Update Budget Worksheet",Complete,Nina Martinez,2013-07-03,
FM,Ongoing Paid Media Mgmt,"Update Budget Worksheet",Complete,Nina Martinez,2013-07-10,
FM,Ongoing Paid Media Mgmt,"Update Budget Worksheet",Complete,Nina Martinez,2013-07-17,
FM,Ongoing Paid Media Mgmt,"Update Budget Worksheet",Complete,Nina Martinez,2013-07-24,
FM,Ongoing Paid Media Mgmt,"Update Budget Worksheet",Complete,Nina Martinez,2013-07-31,
FM,Ongoing Paid Media Mgmt,"Update Budget Worksheet",Complete,Nina Martinez,2013-08-07,
FM,Ongoing Paid Media Mgmt,"Update Budget Worksheet",Not Complete,Nina Martinez,2013-08-14,
FM,Ongoing Paid Media Mgmt,"Update Budget Worksheet",Complete,Nina Martinez,2013-05-24,
FM,Ongoing Paid Media Mgmt,"Update Budget Worksheet",Complete,Nina Martinez,2013-05-27,
FM,Ongoing Paid Media Mgmt,"Update Budget Worksheet",Complete,Nina Martinez,2013-06-03,
FM,Ongoing Paid Media Mgmt,"Update Budget Worksheet",Complete,Nina Martinez,2013-06-10,
FM,Ongoing Paid Media Mgmt,"Update Budget Worksheet",Complete,Nina Martinez,2013-06-17,
FM,Ongoing Paid Media Mgmt,"Update Budget Worksheet",Complete,Nina Martinez,2013-06-24,
FM,Ongoing Paid Media Mgmt,"Update Budget Worksheet",Complete,Nina Martinez,2013-07-01,
FM,Ongoing Paid Media Mgmt,"Update Budget Worksheet",Complete,Nina Martinez,2013-07-08,
FM,Ongoing Paid Media Mgmt,"Update Budget Worksheet",Complete,Nina Martinez,2013-07-15,
FM,Ongoing Paid Media Mgmt,"Update Budget Worksheet",Complete,Nina Martinez,2013-07-22,
FM,Ongoing Paid Media Mgmt,"Update Budget Worksheet",Complete,Nina Martinez,2013-07-29,
FM,Ongoing Paid Media Mgmt,"Update Budget Worksheet",Complete,Nina Martinez,2013-08-05,
FM,Ongoing Paid Media Mgmt,"Update Budget Worksheet",Complete,Nina Martinez,2013-08-12,
FM,Ongoing Paid Media Mgmt,"Update Budget Worksheet",Not Complete,Nina Martinez,2013-08-19,
FM,Ongoing Paid Media Mgmt,"Alert Paid team that Chandler Ray Rd LP is fixed",Complete,Scott Magoon,2013-08-07,
FM,Ongoing Paid Media Mgmt,"Apply AdWords Dayparting",Complete,Nina Martinez,2013-06-03,
FM,Ongoing Paid Media Mgmt,"Launch Pre-Opening Display (High Point Clinic)",Complete,Evan Levy,2013-04-26,
FM,Online Engagement Procedures and Policies,"Contact Reuel to Coordinate",Complete,Emma,2013-05-08,
FM,Online Engagement Procedures and Policies,"Research Google Reviews",Complete,Scott Magoon,2013-05-16,
FM,Online Review Process And Recommendations,"Follow up on FM process improvements",Complete,Scott Magoon,2013-06-26,
FM,Online Review Process And Recommendations,"Review Current Process",Complete,Scott Magoon,None Set,
FM,Online Review Process And Recommendations,"Recommend Improvements",Complete,Scott Magoon,None Set,
FM,Ongoing Directory Mgmt,"Claim new FastMed on Yelp",Not Complete,Diane Pulvino,2013-08-16,
FM,Ongoing Directory Mgmt,"Change copy to reflect holidays",Not Complete,Nolan Ether,2013-08-13,
FM,Ongoing Directory Mgmt,"Change ""Cary"" mention to ""Garner""",Not Complete,Nolan Ether,2013-08-13,
FM,Ongoing Directory Mgmt,"Change ""Karaboo"" to Caribou",Not Complete,Nolan Ether,2013-08-13,
FM,Ongoing Directory Mgmt,"Monthly Directory Updates",Complete,Jeff Cooper,2013-05-08,
FM,Ongoing Directory Mgmt,"Monthly Directory Updates",Complete,Diane Pulvino,2013-06-07,
FM,Ongoing Directory Mgmt,"Monthly Directory Updates",Complete,Diane Pulvino,2013-07-08,
FM,Ongoing Directory Mgmt,"Monthly Directory Updates",Complete,Diane Pulvino,2013-08-08,
FM,Ongoing Directory Mgmt,"Monthly Directory Updates",Not Complete,Diane Pulvino,2013-09-08,
FM,Ongoing Reporting & Analytics,"Deliver Final Version of June Report",Complete,Christian,2013-07-30,
FM,Ongoing Reporting & Analytics,"Create report and alert Evan when finished",Complete,Hannah Davis,2013-05-10,
FM,Ongoing Reporting & Analytics,"Update Weekly Tracking",Complete,Scott Magoon,2013-05-10,
FM,Ongoing Reporting & Analytics,"Upload Weekly Tracking Report to Sharepoint",Complete,Scott Magoon,2013-05-10,
FM,Ongoing Reporting & Analytics,"Create report and alert Evan when finished",Complete,Hannah Davis,2013-05-17,
FM,Ongoing Reporting & Analytics,"Create report and alert Evan when finished",Complete,Hannah Davis,2013-05-24,
FM,Ongoing Reporting & Analytics,"Create report and alert Evan when finished",Complete,Hannah Davis,2013-05-31,
FM,Ongoing Reporting & Analytics,"Create report and alert Evan when finished",Complete,Hannah Davis,2013-06-07,
FM,Ongoing Reporting & Analytics,"Create report and alert Evan when finished",Complete,Hannah Davis,2013-06-14,
FM,Ongoing Reporting & Analytics,"Create report and alert Evan when finished",Complete,Hannah Davis,2013-06-21,
FM,Ongoing Reporting & Analytics,"Create report and alert Evan when finished",Complete,Hannah Davis,2013-06-28,
FM,Ongoing Reporting & Analytics,"Create report and alert Evan when finished",Complete,Hannah Davis,2013-07-05,
FM,Ongoing Reporting & Analytics,"Create report and alert Evan when finished",Complete,Hannah Davis,2013-07-12,
FM,Ongoing Reporting & Analytics,"Create report and alert Evan when finished",Complete,Hannah Davis,2013-07-19,
FM,Ongoing Reporting & Analytics,"Create report and alert Evan when finished",Complete,Hannah Davis,2013-07-26,
FM,Ongoing Reporting & Analytics,"Create report and alert Evan when finished",Complete,Hannah Davis,2013-08-02,
FM,Ongoing Reporting & Analytics,"Create report and alert Evan when finished",Complete,Hannah Davis,2013-08-09,
